hunter,tick,x,y,mode
25, 0, 99.97751753876547, 99.97751753876547, 'SEARCH'
25, 1, 99.95034430863679, 99.95034430863679, 'SEARCH'
25, 2, 99.92516733780162, 99.92516733780162, 'SEARCH'
25, 3, 99.93863610853974, 99.93863610853974, 'SEARCH'
25, 4, 99.9138834251307, 99.9138834251307, 'SEARCH'
25, 5, 99.93963871494923, 99.93963871494923, 'SEARCH'
25, 6, 99.91388022240945, 99.91388022240945, 'SEARCH'
25, 7, 99.88982516930785, 99.88982516930785, 'SEARCH'
25, 8, 99.90244231411988, 99.90244231411988, 'SEARCH'
25, 9, 99.89114375922935, 99.89114375922935, 'SEARCH'
25, 10, 99.90461039173182, 99.90461039173182, 'SEARCH'
25, 11, 99.90121722492646, 99.90121722492646, 'SEARCH'
25, 12, 99.92763213507125, 99.92763213507125, 'SEARCH'
25, 13, 99.92712709660027, 99.92712709660027, 'SEARCH'
25, 14, 99.89941532138054, 99.89941532138054, 'SEARCH'
25, 15, 99.92296396864808, 99.92296396864808, 'SEARCH'
25, 16, 99.89822515154634, 99.89822515154634, 'SEARCH'
25, 17, 99.89055368785866, 99.89055368785866, 'SEARCH'
25, 18, 99.86989953791036, 99.86989953791036, 'SEARCH'
25, 19, 99.85516860891518, 99.85516860891518, 'SEARCH'
25, 20, 99.85709473423456, 99.85709473423456, 'SEARCH'
25, 21, 99.83813858374873, 99.83813858374873, 'SEARCH'
25, 22, 99.8106293370046, 99.8106293370046, 'SEARCH'
25, 23, 99.83515338504131, 99.83515338504131, 'SEARCH'
25, 24, 99.80797963040393, 99.80797963040393, 'SEARCH'
25, 25, 99.80651921739741, 99.80651921739741, 'SEARCH'
25, 26, 99.79838814531789, 99.79838814531789, 'SEARCH'
25, 27, 99.77386710398203, 99.77386710398203, 'SEARCH'
25, 28, 99.74651103965505, 99.74651103965505, 'SEARCH'
25, 29, 99.72903477640756, 99.72903477640756, 'SEARCH'
25, 30, 99.71999947281915, 99.71999947281915, 'SEARCH'
25, 31, 99.69482759455707, 99.69482759455707, 'SEARCH'
25, 32, 99.71447947833677, 99.71447947833677, 'SEARCH'
25, 33, 99.7279509898236, 99.7279509898236, 'SEARCH'
25, 34, 99.74580434284795, 99.74580434284795, 'SEARCH'
25, 35, 99.72831463660148, 99.72831463660148, 'SEARCH'
25, 36, 99.7476045410503, 99.7476045410503, 'SEARCH'
25, 37, 99.72353955339759, 99.72353955339759, 'SEARCH'
25, 38, 99.70681303126156, 99.70681303126156, 'SEARCH'
25, 39, 99.7264480547839, 99.7264480547839, 'SEARCH'
25, 40, 99.73817056753983, 99.73817056753983, 'SEARCH'
25, 41, 99.7520370412029, 99.7520370412029, 'SEARCH'
25, 42, 99.74434810787356, 99.74434810787356, 'SEARCH'
25, 43, 99.71678166714237, 99.71678166714237, 'SEARCH'
25, 44, 99.68900390134084, 99.68900390134084, 'SEARCH'
25, 45, 99.69664414060377, 99.69664414060377, 'SEARCH'
25, 46, 99.68990158631496, 99.68990158631496, 'SEARCH'
25, 47, 99.7041868817109, 99.7041868817109, 'SEARCH'
25, 48, 99.72822675370297, 99.72822675370297, 'SEARCH'
25, 49, 99.73948632457554, 99.73948632457554, 'SEARCH'
25, 50, 99.73948632457554, 99.73948632457554, 'SEARCH'
25, 51, 99.73948632457554, 99.73948632457554, 'SEARCH'
25, 52, 99.71252257119615, 99.71252257119615, 'APPROACH-BLIND'
25, 53, 99.69904069450645, 99.69904069450645, 'APPROACH-STEALTH'
25, 54, 99.67207694112706, 99.67207694112706, 'APPROACH-BLIND'
25, 55, 99.64511318774767, 99.64511318774767, 'APPROACH-BLIND'
25, 56, 99.61814943436828, 99.61814943436828, 'APPROACH-BLIND'
25, 57, 99.62688218150093, 99.62688218150093, 'APPROACH-BLIND'
25, 58, 99.6356149286336, 99.6356149286336, 'APPROACH-BLIND'
25, 59, 99.62189578526171, 99.62189578526171, 'APPROACH-STEALTH'
25, 60, 99.60817664188983, 99.60817664188983, 'APPROACH-STEALTH'
25, 61, 99.59445749851794, 99.59445749851794, 'APPROACH-STEALTH'
25, 62, 99.58073835514605, 99.58073835514605, 'APPROACH-STEALTH'
25, 63, 99.59069760606934, 99.59069760606934, 'APPROACH-BLIND'
25, 64, 99.57689385214792, 99.57689385214792, 'APPROACH-STEALTH'
25, 65, 99.5630900982265, 99.5630900982265, 'APPROACH-STEALTH'
25, 66, 99.57365313304507, 99.57365313304507, 'APPROACH-STEALTH'
25, 67, 99.55979295709369, 99.55979295709369, 'APPROACH-STEALTH'
25, 68, 99.57065557570147, 99.57065557570147, 'APPROACH-STEALTH'
25, 69, 99.58151819430924, 99.58151819430924, 'APPROACH-STEALTH'
25, 70, 99.59238081291701, 99.59238081291701, 'APPROACH-STEALTH'
25, 71, 99.60324343152479, 99.60324343152479, 'APPROACH-STEALTH'
25, 72, 99.61410605013256, 99.61410605013256, 'APPROACH-STEALTH'
25, 73, 99.62496866874034, 99.62496866874034, 'APPROACH-STEALTH'
25, 74, 99.63583128734811, 99.63583128734811, 'APPROACH-STEALTH'
