hunter,tick,x,y,mode
10, 0, 100.0109409297929, 100.0109409297929, 'SEARCH'
10, 1, 100.0109409297929, 100.0109409297929, 'SEARCH'
10, 2, 100.0109409297929, 100.0109409297929, 'SEARCH'
10, 3, 100.01062907176119, 100.01062907176119, 'APPROACH-BLIND'
10, 4, 100.01031721372948, 100.01031721372948, 'APPROACH-STEALTH'
10, 5, 100.01000535569777, 100.01000535569777, 'APPROACH-BLIND'
10, 6, 100.00969349766606, 100.00969349766606, 'APPROACH-BLIND'
10, 7, 100.00938163963436, 100.00938163963436, 'APPROACH-BLIND'
10, 8, 100.00906978160265, 100.00906978160265, 'APPROACH-BLIND'
10, 9, 100.00875792357094, 100.00875792357094, 'APPROACH-BLIND'
10, 10, 100.00844606553923, 100.00844606553923, 'APPROACH-BLIND'
10, 11, 100.00813420750752, 100.00813420750752, 'APPROACH-BLIND'
10, 12, 100.00782234947582, 100.00782234947582, 'APPROACH-BLIND'
10, 13, 100.00751049144411, 100.00751049144411, 'APPROACH-BLIND'
10, 14, 100.0071986334124, 100.0071986334124, 'APPROACH-BLIND'
10, 15, 100.00688677538069, 100.00688677538069, 'APPROACH-BLIND'
10, 16, 100.00657491734898, 100.00657491734898, 'APPROACH-BLIND'
10, 17, 100.00626305931728, 100.00626305931728, 'APPROACH-BLIND'
10, 18, 100.00595120128557, 100.00595120128557, 'APPROACH-BLIND'
10, 19, 100.00563934325386, 100.00563934325386, 'APPROACH-BLIND'
10, 20, 100.00532748522215, 100.00532748522215, 'APPROACH-BLIND'
10, 21, 100.0303986648878, 100.0303986648878, 'APPROACH-BLIND'
10, 22, 100.05546984455344, 100.05546984455344, 'APPROACH-BLIND'
10, 23, 100.08054102421909, 100.08054102421909, 'APPROACH-BLIND'
10, 24, 100.10561220388473, 100.10561220388473, 'APPROACH-BLIND'
10, 25, 100.13068338355038, 100.13068338355038, 'APPROACH-BLIND'
10, 26, 100.15575456321602, 100.15575456321602, 'APPROACH-BLIND'
10, 27, 100.18082574288167, 100.18082574288167, 'APPROACH-BLIND'
10, 28, 100.20589692254731, 100.20589692254731, 'APPROACH-BLIND'
10, 29, 100.23096810221296, 100.23096810221296, 'APPROACH-BLIND'
10, 30, 100.2560392818786, 100.2560392818786, 'APPROACH-BLIND'
10, 31, 100.28111046154424, 100.28111046154424, 'APPROACH-BLIND'
10, 32, 100.30618164120989, 100.30618164120989, 'APPROACH-BLIND'
10, 33, 100.33125282087553, 100.33125282087553, 'APPROACH-BLIND'
10, 34, 100.35632400054118, 100.35632400054118, 'APPROACH-BLIND'
10, 35, 100.38139518020682, 100.38139518020682, 'APPROACH-BLIND'
10, 36, 100.40646635987247, 100.40646635987247, 'APPROACH-BLIND'
10, 37, 100.43153753953811, 100.43153753953811, 'APPROACH-BLIND'
10, 38, 100.45660871920376, 100.45660871920376, 'APPROACH-BLIND'
10, 39, 100.4816798988694, 100.4816798988694, 'APPROACH-BLIND'
10, 40, 100.50675107853505, 100.50675107853505, 'APPROACH-BLIND'
10, 41, 100.51705180408707, 100.51705180408707, 'APPROACH-BLIND'
10, 42, 100.5273525296391, 100.5273525296391, 'APPROACH-BLIND'
10, 43, 100.53765325519113, 100.53765325519113, 'APPROACH-BLIND'
10, 44, 100.54795398074316, 100.54795398074316, 'APPROACH-BLIND'
10, 45, 100.55825470629519, 100.55825470629519, 'APPROACH-BLIND'
10, 46, 100.56855543184722, 100.56855543184722, 'APPROACH-BLIND'
10, 47, 100.57885615739924, 100.57885615739924, 'APPROACH-BLIND'
10, 48, 100.58915688295127, 100.58915688295127, 'APPROACH-BLIND'
10, 49, 100.5994576085033, 100.5994576085033, 'APPROACH-BLIND'
10, 50, 100.60975833405533, 100.60975833405533, 'APPROACH-BLIND'
10, 51, 100.62005905960736, 100.62005905960736, 'APPROACH-BLIND'
10, 52, 100.63035978515938, 100.63035978515938, 'APPROACH-BLIND'
10, 53, 100.64066051071141, 100.64066051071141, 'APPROACH-BLIND'
10, 54, 100.65096123626344, 100.65096123626344, 'APPROACH-BLIND'
10, 55, 100.66126196181547, 100.66126196181547, 'APPROACH-BLIND'
10, 56, 100.6715626873675, 100.6715626873675, 'APPROACH-BLIND'
10, 57, 100.68186341291953, 100.68186341291953, 'APPROACH-BLIND'
10, 58, 100.69216413847155, 100.69216413847155, 'APPROACH-BLIND'
10, 59, 100.70246486402358, 100.70246486402358, 'APPROACH-BLIND'
10, 60, 100.71276558957561, 100.71276558957561, 'APPROACH-BLIND'
10, 61, 100.72306631512764, 100.72306631512764, 'APPROACH-BLIND'
10, 62, 100.73336704067967, 100.73336704067967, 'APPROACH-BLIND'
10, 63, 100.7436677662317, 100.7436677662317, 'APPROACH-BLIND'
10, 64, 100.75396849178372, 100.75396849178372, 'APPROACH-BLIND'
10, 65, 100.76426921733575, 100.76426921733575, 'APPROACH-BLIND'
10, 66, 100.76941958011177, 100.76941958011177, 'APPROACH-STEALTH'
10, 67, 100.7797203056638, 100.7797203056638, 'APPROACH-BLIND'
10, 68, 100.79002103121583, 100.79002103121583, 'APPROACH-BLIND'
10, 69, 100.80032175676786, 100.80032175676786, 'APPROACH-BLIND'
10, 70, 100.81062248231989, 100.81062248231989, 'APPROACH-BLIND'
10, 71, 100.83642449231122, 100.83642449231122, 'APPROACH-BLIND'
10, 72, 100.86222650230256, 100.86222650230256, 'APPROACH-BLIND'
10, 73, 100.8880285122939, 100.8880285122939, 'APPROACH-BLIND'
10, 74, 100.91383052228524, 100.91383052228524, 'APPROACH-BLIND'
10, 75, 100.93963253227658, 100.93963253227658, 'APPROACH-BLIND'
10, 76, 100.96543454226791, 100.96543454226791, 'APPROACH-BLIND'
10, 77, 100.99123655225925, 100.99123655225925, 'APPROACH-BLIND'
10, 78, 101.01703856225059, 101.01703856225059, 'APPROACH-BLIND'
10, 79, 101.13849610959198, 101.13849610959198, 'PURSUE'
10, 80, 101.25995365693338, 101.25995365693338, 'PURSUE'
10, 81, 101.28528534073574, 101.28528534073574, 'APPROACH-BLIND'
10, 82, 101.3106170245381, 101.3106170245381, 'APPROACH-BLIND'
10, 83, 101.33594870834047, 101.33594870834047, 'APPROACH-BLIND'
10, 84, 101.36128039214283, 101.36128039214283, 'APPROACH-BLIND'
10, 85, 101.3866120759452, 101.3866120759452, 'APPROACH-BLIND'
10, 86, 101.41194375974756, 101.41194375974756, 'APPROACH-BLIND'
10, 87, 101.43727544354992, 101.43727544354992, 'APPROACH-BLIND'
10, 88, 101.46260712735229, 101.46260712735229, 'APPROACH-STEALTH'
10, 89, 101.48793881115465, 101.48793881115465, 'APPROACH-BLIND'
10, 90, 101.51327049495701, 101.51327049495701, 'APPROACH-BLIND'
10, 91, 101.52357101218252, 101.52357101218252, 'APPROACH-BLIND'
10, 92, 101.53387152940803, 101.53387152940803, 'APPROACH-BLIND'
10, 93, 101.54417204663353, 101.54417204663353, 'APPROACH-BLIND'
10, 94, 101.55447256385905, 101.55447256385905, 'APPROACH-BLIND'
10, 95, 101.56477308108455, 101.56477308108455, 'APPROACH-BLIND'
10, 96, 101.57507359831006, 101.57507359831006, 'APPROACH-BLIND'
10, 97, 101.58537411553557, 101.58537411553557, 'APPROACH-BLIND'
10, 98, 101.59567463276107, 101.59567463276107, 'APPROACH-BLIND'
10, 99, 101.60597514998659, 101.60597514998659, 'APPROACH-BLIND'
10, 100, 101.6162756672121, 101.6162756672121, 'APPROACH-BLIND'
10, 101, 101.62657618443761, 101.62657618443761, 'APPROACH-BLIND'
10, 102, 101.63172644305037, 101.63172644305037, 'APPROACH-STEALTH'
10, 103, 101.64202696027587, 101.64202696027587, 'APPROACH-BLIND'
10, 104, 101.65232747750137, 101.65232747750137, 'APPROACH-BLIND'
10, 105, 101.66262799472689, 101.66262799472689, 'APPROACH-BLIND'
10, 106, 101.66777825333965, 101.66777825333965, 'APPROACH-STEALTH'
10, 107, 101.67807877056515, 101.67807877056515, 'APPROACH-BLIND'
10, 108, 101.68322902917791, 101.68322902917791, 'APPROACH-STEALTH'
10, 109, 101.68837928779067, 101.68837928779067, 'APPROACH-STEALTH'
10, 110, 101.69352954640343, 101.69352954640343, 'APPROACH-STEALTH'
10, 111, 101.69867980501618, 101.69867980501618, 'APPROACH-STEALTH'
10, 112, 101.70898032224169, 101.70898032224169, 'APPROACH-BLIND'
10, 113, 101.71928083946719, 101.71928083946719, 'APPROACH-BLIND'
10, 114, 101.72958135669269, 101.72958135669269, 'APPROACH-BLIND'
10, 115, 101.7398818739182, 101.7398818739182, 'APPROACH-BLIND'
10, 116, 101.75018239114371, 101.75018239114371, 'APPROACH-BLIND'
10, 117, 101.76048290836921, 101.76048290836921, 'APPROACH-BLIND'
10, 118, 101.77078342559473, 101.77078342559473, 'APPROACH-BLIND'
10, 119, 101.78108394282023, 101.78108394282023, 'APPROACH-BLIND'
10, 120, 101.79138446004575, 101.79138446004575, 'APPROACH-BLIND'
10, 121, 101.80168497727125, 101.80168497727125, 'APPROACH-BLIND'
10, 122, 101.81451543963594, 101.81451543963594, 'APPROACH-STEALTH'
10, 123, 101.82734590200063, 101.82734590200063, 'APPROACH-STEALTH'
10, 124, 101.84017636436532, 101.84017636436532, 'APPROACH-STEALTH'
10, 125, 101.85300682673001, 101.85300682673001, 'APPROACH-STEALTH'
10, 126, 101.8658372890947, 101.8658372890947, 'APPROACH-STEALTH'
10, 127, 101.87866775145939, 101.87866775145939, 'APPROACH-STEALTH'
10, 128, 101.89149821382408, 101.89149821382408, 'APPROACH-STEALTH'
10, 129, 101.90432867618877, 101.90432867618877, 'APPROACH-STEALTH'
10, 130, 102.02637536929316, 102.02637536929316, 'PURSUE'
10, 131, 102.14842206239756, 102.14842206239756, 'PURSUE'
10, 132, 102.27046875550195, 102.27046875550195, 'PURSUE'
10, 133, 102.39251544860635, 102.39251544860635, 'PURSUE'
10, 134, 102.51456214171074, 102.51456214171074, 'PURSUE'
10, 135, 102.52814074792546, 102.52814074792546, 'APPROACH-STEALTH'
10, 136, 102.54171935414018, 102.54171935414018, 'APPROACH-STEALTH'
10, 137, 102.5552979603549, 102.5552979603549, 'APPROACH-STEALTH'
10, 138, 102.56887656656963, 102.56887656656963, 'APPROACH-STEALTH'
10, 139, 102.58245517278435, 102.58245517278435, 'APPROACH-STEALTH'
10, 140, 102.60961238521381, 102.60961238521381, 'APPROACH-STEALTH'
10, 141, 102.63676959764327, 102.63676959764327, 'PURSUE'
10, 142, 102.66392681007272, 102.66392681007272, 'PURSUE'
